,threshold,specificity,sensitivity,accuracy,tn,tp,fn,fp,npv,ppv,fdr,fpr,tpr,tnr,fnr,1-specificity,1-sensitivity,1-accuracy,1-npv,1-ppv,precision,recall,youden,closest.topleft,is_best,model
92,0.18838725,0.996987088,0.150684932,0.988215249,6949,11,62,21,0.991156754,0.34375,0.65625,0.003012912,0.150684932,0.996987088,0.849315068,0.003012912,0.849315068,0.011784751,0.008843246,0.65625,0.34375,0.150684932,1.147672019,0.721345163,FALSE,glm
93,0.190532151,0.99713056,0.150684932,0.988357234,6950,11,62,20,0.991158015,0.35483871,0.64516129,0.00286944,0.150684932,0.99713056,0.849315068,0.00286944,0.849315068,0.011642766,0.008841985,0.64516129,0.35483871,0.150684932,1.147815491,0.721344319,FALSE,glm
94,0.193798868,0.997274032,0.150684932,0.988499219,6951,11,62,19,0.991159276,0.366666667,0.633333333,0.002725968,0.150684932,0.997274032,0.849315068,0.002725968,0.849315068,0.011500781,0.008840724,0.633333333,0.366666667,0.150684932,1.147958963,0.721343516,FALSE,glm
95,0.198425805,0.997274032,0.136986301,0.988357234,6951,10,63,19,0.991017964,0.344827586,0.655172414,0.002725968,0.136986301,0.997274032,0.863013699,0.002725968,0.863013699,0.011642766,0.008982036,0.655172414,0.344827586,0.136986301,1.134260333,0.744800075,FALSE,glm
96,0.202146207,0.997417504,0.136986301,0.988499219,6952,10,63,18,0.991019244,0.357142857,0.642857143,0.002582496,0.136986301,0.997417504,0.863013699,0.002582496,0.863013699,0.011500781,0.008980756,0.642857143,0.357142857,0.136986301,1.134403805,0.744799313,FALSE,glm
97,0.205273701,0.997560976,0.136986301,0.988641204,6953,10,63,17,0.991020525,0.37037037,0.62962963,0.002439024,0.136986301,0.997560976,0.863013699,0.002439024,0.863013699,0.011358796,0.008979475,0.62962963,0.37037037,0.136986301,1.134547277,0.744798593,FALSE,glm
98,0.215656551,0.997704448,0.136986301,0.988783189,6954,10,63,16,0.991021804,0.384615385,0.615384615,0.002295552,0.136986301,0.997704448,0.863013699,0.002295552,0.863013699,0.011216811,0.008978196,0.615384615,0.384615385,0.136986301,1.134690749,0.744797914,FALSE,glm
99,0.225429727,0.997704448,0.123287671,0.988641204,6954,9,64,16,0.990880593,0.36,0.64,0.002295552,0.123287671,0.997704448,0.876712329,0.002295552,0.876712329,0.011358796,0.009119407,0.64,0.36,0.123287671,1.120992119,0.768629777,FALSE,glm
100,0.226506351,0.99784792,0.123287671,0.988783189,6955,9,64,15,0.990881892,0.375,0.625,0.00215208,0.123287671,0.99784792,0.876712329,0.00215208,0.876712329,0.011216811,0.009118108,0.625,0.375,0.123287671,1.121135591,0.768629139,FALSE,glm
101,0.232024304,0.997991392,0.123287671,0.988925174,6956,9,64,14,0.990883191,0.391304348,0.608695652,0.002008608,0.123287671,0.997991392,0.876712329,0.002008608,0.876712329,0.011074826,0.009116809,0.608695652,0.391304348,0.123287671,1.121279063,0.768628542,FALSE,glm
102,0.240781607,0.998134864,0.123287671,0.989067159,6957,9,64,13,0.990884489,0.409090909,0.590909091,0.001865136,0.123287671,0.998134864,0.876712329,0.001865136,0.876712329,0.010932841,0.009115511,0.590909091,0.409090909,0.123287671,1.121422535,0.768627986,FALSE,glm
103,0.270870519,0.998278336,0.123287671,0.989209144,6958,9,64,12,0.990885788,0.428571429,0.571428571,0.001721664,0.123287671,0.998278336,0.876712329,0.001721664,0.876712329,0.010790856,0.009114212,0.571428571,0.428571429,0.123287671,1.121566007,0.768627472,FALSE,glm
104,0.297084134,0.998421808,0.123287671,0.989351129,6959,9,64,11,0.990887085,0.45,0.55,0.001578192,0.123287671,0.998421808,0.876712329,0.001578192,0.876712329,0.010648871,0.009112915,0.55,0.45,0.123287671,1.121709479,0.768626998,FALSE,glm
105,0.300084628,0.99856528,0.123287671,0.989493114,6960,9,64,10,0.990888383,0.473684211,0.526315789,0.00143472,0.123287671,0.99856528,0.876712329,0.00143472,0.876712329,0.010506886,0.009111617,0.526315789,0.473684211,0.123287671,1.121852951,0.768626566,FALSE,glm
106,0.331008666,0.998708752,0.123287671,0.989635099,6961,9,64,9,0.99088968,0.5,0.5,0.001291248,0.123287671,0.998708752,0.876712329,0.001291248,0.876712329,0.010364901,0.00911032,0.5,0.5,0.123287671,1.121996423,0.768626175,FALSE,glm
107,0.362908089,0.998995696,0.123287671,0.989919069,6963,9,64,7,0.990892273,0.5625,0.4375,0.001004304,0.123287671,0.998995696,0.876712329,0.001004304,0.876712329,0.010080931,0.009107727,0.4375,0.5625,0.123287671,1.122283367,0.768625516,FALSE,glm
108,0.378323127,0.998995696,0.082191781,0.989493114,6963,6,67,7,0.990469417,0.461538462,0.538461538,0.001004304,0.082191781,0.998995696,0.917808219,0.001004304,0.917808219,0.010506886,0.009530583,0.538461538,0.461538462,0.082191781,1.081187477,0.842372936,FALSE,glm
109,0.39681738,0.999139168,0.082191781,0.989635099,6964,6,67,6,0.990470772,0.5,0.5,0.000860832,0.082191781,0.999139168,0.917808219,0.000860832,0.917808219,0.010364901,0.009529228,0.5,0.5,0.082191781,1.081330949,0.842372668,FALSE,glm
110,0.404759427,0.999139168,0.068493151,0.989493114,6964,5,68,6,0.99032992,0.454545455,0.545454545,0.000860832,0.068493151,0.999139168,0.931506849,0.000860832,0.931506849,0.010506886,0.00967008,0.545454545,0.454545455,0.068493151,1.067632319,0.867705751,FALSE,glm
111,0.40773449,0.999426112,0.068493151,0.989777084,6966,5,68,4,0.99033267,0.555555556,0.444444444,0.000573888,0.068493151,0.999426112,0.931506849,0.000573888,0.931506849,0.010222916,0.00966733,0.444444444,0.555555556,0.068493151,1.067919263,0.86770534,FALSE,glm
112,0.431346525,0.999569584,0.068493151,0.989919069,6967,5,68,3,0.990334044,0.625,0.375,0.000430416,0.068493151,0.999569584,0.931506849,0.000430416,0.931506849,0.010080931,0.009665956,0.375,0.625,0.068493151,1.068062735,0.867705196,FALSE,glm
113,0.470735456,0.999569584,0.054794521,0.989777084,6967,4,69,3,0.990193292,0.571428571,0.428571429,0.000430416,0.054794521,0.999569584,0.945205479,0.000430416,0.945205479,0.010222916,0.009806708,0.428571429,0.571428571,0.054794521,1.054364104,0.893413584,FALSE,glm
114,0.497138739,0.999569584,0.04109589,0.989635099,6967,3,70,3,0.990052579,0.5,0.5,0.000430416,0.04109589,0.999569584,0.95890411,0.000430416,0.95890411,0.010364901,0.009947421,0.5,0.5,0.04109589,1.040665474,0.919497277,FALSE,glm
115,0.517307267,0.999713056,0.04109589,0.989777084,6968,3,70,2,0.990053993,0.6,0.4,0.000286944,0.04109589,0.999713056,0.95890411,0.000286944,0.95890411,0.010222916,0.009946007,0.4,0.6,0.04109589,1.040808946,0.919497174,FALSE,glm
116,0.539094398,0.999856528,0.04109589,0.989919069,6969,3,70,1,0.990055406,0.75,0.25,0.000143472,0.04109589,0.999856528,0.95890411,0.000143472,0.95890411,0.010080931,0.009944594,0.25,0.75,0.04109589,1.040952418,0.919497112,FALSE,glm
117,0.647364345,1,0.04109589,0.990061054,6970,3,70,0,0.990056818,1,0,0,0.04109589,1,0.95890411,0,0.95890411,0.009938946,0.009943182,0,1,0.04109589,1.04109589,0.919497091,FALSE,glm
118,0.780616088,1,0.02739726,0.989919069,6970,2,71,0,0.989916205,1,0,0,0.02739726,1,0.97260274,0,0.97260274,0.010080931,0.010083795,0,1,0.02739726,1.02739726,0.945956089,FALSE,glm
119,0.870792255,1,0.01369863,0.989777084,6970,1,72,0,0.989775632,1,0,0,0.01369863,1,0.98630137,0,0.98630137,0.010222916,0.010224368,0,1,0.01369863,1.01369863,0.972790392,FALSE,glm
120,1,1,0,0.989635099,6970,0,73,0,0.989635099,NA,NA,0,0,1,1,0,1,0.010364901,0.010364901,NA,NA,0,1,1,FALSE,glm
121,0,0,1,0.010364901,0,73,0,6970,NA,0.010364901,0.989635099,1,1,0,0,1,0,0.989635099,NA,0.989635099,0.010364901,1,1,1,FALSE,smote
122,0.007004176,0.876901004,0.561643836,0.873633395,6112,41,32,858,0.994791667,0.045606229,0.954393771,0.123098996,0.561643836,0.876901004,0.438356164,0.123098996,0.438356164,0.126366605,0.005208333,0.954393771,0.045606229,0.561643836,1.43854484,0.20730949,FALSE,smote
123,0.007071947,0.877187948,0.561643836,0.873917365,6114,41,32,856,0.994793362,0.045707915,0.954292085,0.122812052,0.561643836,0.877187948,0.438356164,0.122812052,0.438356164,0.126082635,0.005206638,0.954292085,0.045707915,0.561643836,1.438831784,0.207238927,FALSE,smote
124,0.00799504,0.87804878,0.561643836,0.874769274,6120,41,32,850,0.99479844,0.046015713,0.953984287,0.12195122,0.561643836,0.87804878,0.438356164,0.12195122,0.438356164,0.125230726,0.00520156,0.953984287,0.046015713,0.561643836,1.439692616,0.207028227,TRUE,smote
125,0.009093528,0.885222382,0.547945205,0.881726537,6170,40,33,800,0.994679994,0.047619048,0.952380952,0.114777618,0.547945205,0.885222382,0.452054795,0.114777618,0.452054795,0.118273463,0.005320006,0.952380952,0.047619048,0.547945205,1.433167587,0.217527439,FALSE,smote
126,0.009282853,0.897704448,0.479452055,0.893369303,6257,35,38,713,0.993963463,0.046791444,0.953208556,0.102295552,0.479452055,0.897704448,0.520547945,0.102295552,0.520547945,0.106630697,0.006036537,0.953208556,0.046791444,0.479452055,1.377156502,0.281434543,FALSE,smote
127,0.009385905,0.898852224,0.479452055,0.894505182,6265,35,38,705,0.993971125,0.047297297,0.952702703,0.101147776,0.479452055,0.898852224,0.520547945,0.101147776,0.520547945,0.105494818,0.006028875,0.952702703,0.047297297,0.479452055,1.378304279,0.281201036,FALSE,smote
128,0.009954305,0.902439024,0.479452055,0.898054806,6290,35,38,680,0.993994943,0.048951049,0.951048951,0.097560976,0.479452055,0.902439024,0.520547945,0.097560976,0.520547945,0.101945194,0.006005057,0.951048951,0.048951049,0.479452055,1.381891079,0.280488307,FALSE,smote
129,0.010567208,0.902582496,0.479452055,0.898196791,6291,35,38,679,0.993995892,0.049019608,0.950980392,0.097417504,0.479452055,0.902582496,0.520547945,0.097417504,0.520547945,0.101803209,0.006004108,0.950980392,0.049019608,0.479452055,1.382034551,0.280460333,FALSE,smote
130,0.011125665,0.910760402,0.465753425,0.906147948,6348,34,39,622,0.993893847,0.051829268,0.948170732,0.089239598,0.465753425,0.910760402,0.534246575,0.089239598,0.534246575,0.093852052,0.006106153,0.948170732,0.051829268,0.465753425,1.376513826,0.293383109,FALSE,smote
131,0.011849294,0.911477762,0.465753425,0.906857873,6353,34,39,617,0.993898623,0.052227343,0.947772657,0.088522238,0.465753425,0.911477762,0.534246575,0.088522238,0.534246575,0.093142127,0.006101377,0.947772657,0.052227343,0.465753425,1.377231186,0.29325559,FALSE,smote
132,0.012277162,0.911908178,0.465753425,0.907283828,6356,34,39,614,0.993901486,0.052469136,0.947530864,0.088091822,0.465753425,0.911908178,0.534246575,0.088091822,0.534246575,0.092716172,0.006098514,0.947530864,0.052469136,0.465753425,1.377661603,0.293179572,FALSE,smote
133,0.012534619,0.912482066,0.438356164,0.907567798,6360,32,41,610,0.993594751,0.049844237,0.950155763,0.087517934,0.438356164,0.912482066,0.561643836,0.087517934,0.561643836,0.092432202,0.006405249,0.950155763,0.049844237,0.438356164,1.35083823,0.323103187,FALSE,smote
134,0.012975048,0.912625538,0.438356164,0.907709783,6361,32,41,609,0.993595751,0.049921997,0.950078003,0.087374462,0.438356164,0.912625538,0.561643836,0.087374462,0.561643836,0.092290217,0.006404249,0.950078003,0.049921997,0.438356164,1.350981702,0.323078095,FALSE,smote
135,0.01339009,0.928837877,0.410958904,0.923470112,6474,30,43,496,0.993401872,0.057034221,0.942965779,0.071162123,0.410958904,0.928837877,0.589041096,0.071162123,0.589041096,0.076529888,0.006598128,0.942965779,0.057034221,0.410958904,1.339796781,0.35203346,FALSE,smote
136,0.013518814,0.929411765,0.410958904,0.924038052,6478,30,43,492,0.993405919,0.057471264,0.942528736,0.070588235,0.410958904,0.929411765,0.589041096,0.070588235,0.589041096,0.075961948,0.006594081,0.942528736,0.057471264,0.410958904,1.340370669,0.351952112,FALSE,smote
137,0.013629574,0.930129125,0.410958904,0.924747977,6483,30,43,487,0.993410971,0.058027079,0.941972921,0.069870875,0.410958904,0.930129125,0.589041096,0.069870875,0.589041096,0.075252023,0.006589029,0.941972921,0.058027079,0.410958904,1.341088029,0.351851352,FALSE,smote
138,0.014731767,0.936441894,0.410958904,0.930995314,6527,30,43,443,0.993455099,0.063424947,0.936575053,0.063558106,0.410958904,0.936441894,0.589041096,0.063558106,0.589041096,0.069004686,0.006544901,0.936575053,0.063424947,0.410958904,1.347400798,0.351009046,FALSE,smote
139,0.015809239,0.936585366,0.410958904,0.931137299,6528,30,43,442,0.993456095,0.063559322,0.936440678,0.063414634,0.410958904,0.936585366,0.589041096,0.063414634,0.589041096,0.068862701,0.006543905,0.936440678,0.063559322,0.410958904,1.34754427,0.350990828,FALSE,smote
140,0.016053594,0.936728838,0.410958904,0.931279284,6529,30,43,441,0.993457091,0.063694268,0.936305732,0.063271162,0.410958904,0.936728838,0.589041096,0.063271162,0.589041096,0.068720716,0.006542909,0.936305732,0.063694268,0.410958904,1.347687742,0.350972653,FALSE,smote
141,0.016615563,0.93687231,0.410958904,0.931421269,6530,30,43,440,0.993458086,0.063829787,0.936170213,0.06312769,0.410958904,0.93687231,0.589041096,0.06312769,0.589041096,0.068578731,0.006541914,0.936170213,0.063829787,0.410958904,1.347831214,0.350954518,FALSE,smote
142,0.017143004,0.93758967,0.410958904,0.932131194,6535,30,43,435,0.993463059,0.064516129,0.935483871,0.06241033,0.410958904,0.93758967,0.589041096,0.06241033,0.589041096,0.067868806,0.006536941,0.935483871,0.064516129,0.410958904,1.348548574,0.350864462,FALSE,smote
143,0.017491669,0.937733142,0.410958904,0.932273179,6536,30,43,434,0.993464052,0.064655172,0.935344828,0.062266858,0.410958904,0.937733142,0.589041096,0.062266858,0.589041096,0.067726821,0.006535948,0.935344828,0.064655172,0.410958904,1.348692046,0.350846574,FALSE,smote
144,0.01770926,0.939598278,0.410958904,0.934118983,6549,30,43,421,0.993476942,0.066518847,0.933481153,0.060401722,0.410958904,0.939598278,0.589041096,0.060401722,0.589041096,0.065881017,0.006523058,0.933481153,0.066518847,0.410958904,1.350557182,0.350617781,FALSE,smote
145,0.017867428,0.941176471,0.410958904,0.935680818,6560,30,43,410,0.993487809,0.068181818,0.931818182,0.058823529,0.410958904,0.941176471,0.589041096,0.058823529,0.589041096,0.064319182,0.006512191,0.931818182,0.068181818,0.410958904,1.352135375,0.35042962,FALSE,smote
146,0.018052752,0.941319943,0.410958904,0.935822803,6561,30,43,409,0.993488795,0.06833713,0.93166287,0.058680057,0.410958904,0.941319943,0.589041096,0.058680057,0.589041096,0.064177197,0.006511205,0.93166287,0.06833713,0.410958904,1.352278847,0.350412762,FALSE,smote
147,0.019247063,0.942180775,0.410958904,0.936674712,6567,30,43,403,0.993494705,0.069284065,0.930715935,0.057819225,0.410958904,0.942180775,0.589041096,0.057819225,0.589041096,0.063325288,0.006505295,0.930715935,0.069284065,0.410958904,1.353139679,0.350312475,FALSE,smote
148,0.020601005,0.942467719,0.410958904,0.936958682,6569,30,43,401,0.993496673,0.069605568,0.930394432,0.057532281,0.410958904,0.942467719,0.589041096,0.057532281,0.589041096,0.063041318,0.006503327,0.930394432,0.069605568,0.410958904,1.353426623,0.350279376,FALSE,smote
149,0.020838882,0.942611191,0.410958904,0.937100667,6570,30,43,400,0.993497656,0.069767442,0.930232558,0.057388809,0.410958904,0.942611191,0.589041096,0.057388809,0.589041096,0.062899333,0.006502344,0.930232558,0.069767442,0.410958904,1.353570095,0.350262888,FALSE,smote
150,0.021152187,0.942754663,0.410958904,0.937242652,6571,30,43,399,0.993498639,0.06993007,0.93006993,0.057245337,0.410958904,0.942754663,0.589041096,0.057245337,0.589041096,0.062757348,0.006501361,0.93006993,0.06993007,0.410958904,1.353713567,0.350246441,FALSE,smote
151,0.021698449,0.942898135,0.410958904,0.937384637,6572,30,43,398,0.993499622,0.070093458,0.929906542,0.057101865,0.410958904,0.942898135,0.589041096,0.057101865,0.589041096,0.062615363,0.006500378,0.929906542,0.070093458,0.410958904,1.353857039,0.350230036,FALSE,smote
152,0.022700319,0.943041607,0.410958904,0.937526622,6573,30,43,397,0.993500605,0.070257611,0.929742389,0.056958393,0.410958904,0.943041607,0.589041096,0.056958393,0.589041096,0.062473378,0.006499395,0.929742389,0.070257611,0.410958904,1.354000511,0.350213671,FALSE,smote
153,0.023505668,0.943615495,0.410958904,0.938094562,6577,30,43,393,0.993504532,0.070921986,0.929078014,0.056384505,0.410958904,0.943615495,0.589041096,0.056384505,0.589041096,0.061905438,0.006495468,0.929078014,0.070921986,0.410958904,1.354574399,0.350148625,FALSE,smote
154,0.023809822,0.943902439,0.410958904,0.938378532,6579,30,43,391,0.993506494,0.071258907,0.928741093,0.056097561,0.410958904,0.943902439,0.589041096,0.056097561,0.589041096,0.061621468,0.006493506,0.928741093,0.071258907,0.410958904,1.354861343,0.350116349,FALSE,smote
155,0.024140128,0.944045911,0.410958904,0.938520517,6580,30,43,390,0.993507474,0.071428571,0.928571429,0.055954089,0.410958904,0.944045911,0.589041096,0.055954089,0.589041096,0.061479483,0.006492526,0.928571429,0.071428571,0.410958904,1.355004815,0.350100273,FALSE,smote
156,0.025273299,0.944332855,0.410958904,0.938804487,6582,30,43,388,0.993509434,0.071770335,0.928229665,0.055667145,0.410958904,0.944332855,0.589041096,0.055667145,0.589041096,0.061195513,0.006490566,0.928229665,0.071770335,0.410958904,1.355291759,0.350068244,FALSE,smote
157,0.026746438,0.944476327,0.397260274,0.938804487,6583,29,44,387,0.993360495,0.069711538,0.930288462,0.055523673,0.397260274,0.944476327,0.602739726,0.055523673,0.602739726,0.061195513,0.006639505,0.930288462,0.069711538,0.397260274,1.341736601,0.366378056,FALSE,smote
158,0.027476304,0.946628407,0.383561644,0.940792276,6598,28,45,372,0.993225952,0.07,0.93,0.053371593,0.383561644,0.946628407,0.616438356,0.053371593,0.616438356,0.059207724,0.006774048,0.93,0.07,0.383561644,1.330190051,0.382844774,FALSE,smote
159,0.027801125,0.946771879,0.383561644,0.940934261,6599,28,45,371,0.993226972,0.070175439,0.929824561,0.053228121,0.383561644,0.946771879,0.616438356,0.053228121,0.616438356,0.059065739,0.006773028,0.929824561,0.070175439,0.383561644,1.330333523,0.38282948,FALSE,smote
160,0.0294812,0.946915352,0.383561644,0.941076246,6600,28,45,370,0.993227991,0.070351759,0.929648241,0.053084648,0.383561644,0.946915352,0.616438356,0.053084648,0.616438356,0.058923754,0.006772009,0.929648241,0.070351759,0.383561644,1.330476995,0.382814227,FALSE,smote
161,0.031660172,0.947058824,0.383561644,0.941218231,6601,28,45,369,0.99322901,0.070528967,0.929471033,0.052941176,0.383561644,0.947058824,0.616438356,0.052941176,0.616438356,0.058781769,0.00677099,0.929471033,0.070528967,0.383561644,1.330620467,0.382799015,FALSE,smote
162,0.032973205,0.947919656,0.383561644,0.942070141,6607,28,45,363,0.993235117,0.071611253,0.928388747,0.052080344,0.383561644,0.947919656,0.616438356,0.052080344,0.616438356,0.057929859,0.006764883,0.928388747,0.071611253,0.383561644,1.3314813,0.382708609,FALSE,smote
163,0.03398018,0.971879484,0.369863014,0.965639642,6774,27,46,196,0.993255132,0.121076233,0.878923767,0.028120516,0.369863014,0.971879484,0.630136986,0.028120516,0.630136986,0.034360358,0.006744868,0.878923767,0.121076233,0.369863014,1.341742497,0.397863385,FALSE,smote
164,0.034252409,0.974605452,0.356164384,0.968195371,6793,26,47,177,0.993128655,0.128078818,0.871921182,0.025394548,0.356164384,0.974605452,0.643835616,0.025394548,0.643835616,0.031804629,0.006871345,0.871921182,0.128078818,0.356164384,1.330769835,0.415169184,FALSE,smote
165,0.034298875,0.974748924,0.356164384,0.968337356,6794,26,47,176,0.993129659,0.128712871,0.871287129,0.025251076,0.356164384,0.974748924,0.643835616,0.025251076,0.643835616,0.031662644,0.006870341,0.871287129,0.128712871,0.356164384,1.330913308,0.415161918,FALSE,smote
166,0.034606134,0.974892396,0.356164384,0.968479341,6795,26,47,175,0.993130664,0.129353234,0.870646766,0.025107604,0.356164384,0.974892396,0.643835616,0.025107604,0.643835616,0.031520659,0.006869336,0.870646766,0.129353234,0.356164384,1.33105678,0.415154693,FALSE,smote
167,0.035104863,0.975035868,0.356164384,0.968621326,6796,26,47,174,0.993131667,0.13,0.87,0.024964132,0.356164384,0.975035868,0.643835616,0.024964132,0.643835616,0.031378674,0.006868333,0.87,0.13,0.356164384,1.331200252,0.415147509,FALSE,smote
168,0.036168844,0.978335725,0.356164384,0.97188698,6819,26,47,151,0.993154675,0.146892655,0.853107345,0.021664275,0.356164384,0.978335725,0.643835616,0.021664275,0.643835616,0.02811302,0.006845325,0.853107345,0.146892655,0.356164384,1.334500108,0.414993642,FALSE,smote
169,0.03777214,0.978479197,0.356164384,0.972028965,6820,26,47,150,0.993155672,0.147727273,0.852272727,0.021520803,0.356164384,0.978479197,0.643835616,0.021520803,0.643835616,0.027971035,0.006844328,0.852272727,0.147727273,0.356164384,1.33464358,0.414987446,FALSE,smote
170,0.039465358,0.978622669,0.356164384,0.97217095,6821,26,47,149,0.993156669,0.148571429,0.851428571,0.021377331,0.356164384,0.978622669,0.643835616,0.021377331,0.643835616,0.02782905,0.006843331,0.851428571,0.148571429,0.356164384,1.334787052,0.414981291,FALSE,smote
171,0.040645151,0.978766141,0.356164384,0.972312935,6822,26,47,148,0.993157665,0.149425287,0.850574713,0.021233859,0.356164384,0.978766141,0.643835616,0.021233859,0.643835616,0.027687065,0.006842335,0.850574713,0.149425287,0.356164384,1.334930524,0.414975178,FALSE,smote
172,0.040880628,0.978909613,0.356164384,0.97245492,6823,26,47,147,0.993158661,0.150289017,0.849710983,0.021090387,0.356164384,0.978909613,0.643835616,0.021090387,0.643835616,0.02754508,0.006841339,0.849710983,0.150289017,0.356164384,1.335073996,0.414969105,FALSE,smote
173,0.040893699,0.982065997,0.356164384,0.975578589,6845,26,47,125,0.993180499,0.17218543,0.82781457,0.017934003,0.356164384,0.982065997,0.643835616,0.017934003,0.643835616,0.024421411,0.006819501,0.82781457,0.17218543,0.356164384,1.338230381,0.414845929,FALSE,smote
174,0.041929241,0.982209469,0.356164384,0.975720574,6846,26,47,124,0.993181488,0.173333333,0.826666667,0.017790531,0.356164384,0.982209469,0.643835616,0.017790531,0.643835616,0.024279426,0.006818512,0.826666667,0.173333333,0.356164384,1.338373853,0.414840804,FALSE,smote
175,0.043256056,0.983213773,0.342465753,0.976572483,6853,25,48,117,0.993044486,0.176056338,0.823943662,0.016786227,0.342465753,0.983213773,0.657534247,0.016786227,0.657534247,0.023427517,0.006955514,0.823943662,0.176056338,0.342465753,1.325679527,0.432633063,FALSE,smote
176,0.04383526,0.983357245,0.342465753,0.976714468,6854,25,48,116,0.993045494,0.177304965,0.822695035,0.016642755,0.342465753,0.983357245,0.657534247,0.016642755,0.657534247,0.023285532,0.006954506,0.822695035,0.177304965,0.342465753,1.325822999,0.432628267,FALSE,smote
177,0.044399776,0.983500717,0.342465753,0.976856453,6855,25,48,115,0.993046502,0.178571429,0.821428571,0.016499283,0.342465753,0.983500717,0.657534247,0.016499283,0.657534247,0.023143547,0.006953498,0.821428571,0.178571429,0.342465753,1.325966471,0.432623512,FALSE,smote
178,0.044980874,0.984648494,0.328767123,0.977850348,6863,24,49,107,0.99291088,0.183206107,0.816793893,0.015351506,0.328767123,0.984648494,0.671232877,0.015351506,0.671232877,0.022149652,0.00708912,0.816793893,0.183206107,0.328767123,1.313415617,0.450789244,FALSE,smote
179,0.045308107,0.985222382,0.328767123,0.978418288,6867,24,49,103,0.99291498,0.188976378,0.811023622,0.014777618,0.328767123,0.985222382,0.671232877,0.014777618,0.671232877,0.021581712,0.00708502,0.811023622,0.188976378,0.328767123,1.313989505,0.450771953,FALSE,smote
180,0.045482801,0.985509326,0.328767123,0.978702258,6869,24,49,101,0.992917028,0.192,0.808,0.014490674,0.328767123,0.985509326,0.671232877,0.014490674,0.671232877,0.021297742,0.007082972,0.808,0.192,0.328767123,1.314276449,0.450763554,FALSE,smote
181,0.04599721,0.985652798,0.328767123,0.978844243,6870,24,49,100,0.992918052,0.193548387,0.806451613,0.014347202,0.328767123,0.985652798,0.671232877,0.014347202,0.671232877,0.021155757,0.007081948,0.806451613,0.193548387,0.328767123,1.314419921,0.450759417,FALSE,smote
182,0.048697875,0.98579627,0.328767123,0.978986227,6871,24,49,99,0.992919075,0.195121951,0.804878049,0.01420373,0.328767123,0.98579627,0.671232877,0.01420373,0.671232877,0.021013773,0.007080925,0.804878049,0.195121951,0.328767123,1.314563393,0.450755321,FALSE,smote
183,0.051494521,0.985939742,0.315068493,0.978986227,6872,23,50,98,0.992776654,0.190082645,0.809917355,0.014060258,0.315068493,0.985939742,0.684931507,0.014060258,0.684931507,0.021013773,0.007223346,0.809917355,0.190082645,0.315068493,1.301008235,0.46932886,FALSE,smote
184,0.051977587,0.986226686,0.315068493,0.979270197,6874,23,50,96,0.992778741,0.193277311,0.806722689,0.013773314,0.315068493,0.986226686,0.684931507,0.013773314,0.684931507,0.020729803,0.007221259,0.806722689,0.193277311,0.315068493,1.301295179,0.469320873,FALSE,smote
185,0.053016076,0.98651363,0.315068493,0.979554167,6876,23,50,94,0.992780826,0.196581197,0.803418803,0.01348637,0.315068493,0.98651363,0.684931507,0.01348637,0.684931507,0.020445833,0.007219174,0.803418803,0.196581197,0.315068493,1.301582123,0.469313051,FALSE,smote
186,0.054046637,0.986657102,0.315068493,0.979696152,6877,23,50,93,0.992781868,0.198275862,0.801724138,0.013342898,0.315068493,0.986657102,0.684931507,0.013342898,0.684931507,0.020303848,0.007218132,0.801724138,0.198275862,0.315068493,1.301725595,0.469309202,FALSE,smote
187,0.054580424,0.986800574,0.315068493,0.979838137,6878,23,50,92,0.99278291,0.2,0.8,0.013199426,0.315068493,0.986800574,0.684931507,0.013199426,0.684931507,0.020161863,0.00721709,0.8,0.2,0.315068493,1.301869067,0.469305394,FALSE,smote
188,0.055468647,0.986944046,0.315068493,0.979980122,6879,23,50,91,0.992783952,0.201754386,0.798245614,0.013055954,0.315068493,0.986944046,0.684931507,0.013055954,0.684931507,0.020019878,0.007216048,0.798245614,0.201754386,0.315068493,1.302012539,0.469301627,FALSE,smote
189,0.056393131,0.987374462,0.315068493,0.980406077,6882,23,50,88,0.992787074,0.207207207,0.792792793,0.012625538,0.315068493,0.987374462,0.684931507,0.012625538,0.684931507,0.019593923,0.007212926,0.792792793,0.207207207,0.315068493,1.302442955,0.469290573,FALSE,smote
190,0.057234791,0.987517934,0.315068493,0.980548062,6883,23,50,87,0.992788115,0.209090909,0.790909091,0.012482066,0.315068493,0.987517934,0.684931507,0.012482066,0.684931507,0.019451938,0.007211885,0.790909091,0.209090909,0.315068493,1.302586427,0.469286971,FALSE,smote
191,0.057549682,0.98794835,0.315068493,0.980974017,6886,23,50,84,0.992791234,0.214953271,0.785046729,0.01205165,0.315068493,0.98794835,0.684931507,0.01205165,0.684931507,0.019025983,0.007208766,0.785046729,0.214953271,0.315068493,1.303016843,0.469276411,FALSE,smote
192,0.058678747,0.988091822,0.315068493,0.981116002,6887,23,50,83,0.992792273,0.216981132,0.783018868,0.011908178,0.315068493,0.988091822,0.684931507,0.011908178,0.684931507,0.018883998,0.007207727,0.783018868,0.216981132,0.315068493,1.303160315,0.469272974,FALSE,smote
193,0.060827243,0.988378766,0.315068493,0.981399972,6889,23,50,81,0.992794351,0.221153846,0.778846154,0.011621234,0.315068493,0.988378766,0.684931507,0.011621234,0.684931507,0.018600028,0.007205649,0.778846154,0.221153846,0.315068493,1.303447259,0.469266222,FALSE,smote
