"","lhs","rhs","size","support","confidence","lift","count"
"62","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),qacEdelta1,rmtB1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"63","aadA16,aadA5,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"64","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"65","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),qacEdelta1,rmtB1","mcr",17,0.00030227135331203,1,56.9692496924969,14
"66","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"67","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"68","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"69","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"70","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"71","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"72","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"73","aadA16,aadA5,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"74","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"75","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1","mcr",17,0.00030227135331203,1,56.9692496924969,14
"76","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"77","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"78","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"79","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"80","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"81","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"82","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,mph(A),rmtB1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"83","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"84","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"85","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"86","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"87","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"88","aadA16,aadA5,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"89","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"90","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1","mcr",17,0.00030227135331203,1,56.9692496924969,14
"91","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"92","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"93","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"94","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"95","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"96","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"97","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,qacEdelta1,rmtB1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"98","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"99","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"100","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"101","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"102","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"103","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,dfrA17,floR,fosA3,rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"104","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"105","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"106","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"107","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"108","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"109","aadA16,aadA5,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"110","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"111","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1","mcr",17,0.00030227135331203,1,56.9692496924969,14
"112","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"113","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"114","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"115","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"116","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"117","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"118","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),qacEdelta1,rmtB1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"119","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,floR,fosA3,mph(A),rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"120","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"121","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"122","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"123","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),rmtB1,sul1,sul2","mcr",17,0.00030227135331203,1,56.9692496924969,14
"124","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,mph(A),rmtB1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"125","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaNDM-1,ble,catA1,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"126","aadA16,aadA5,aph(3'')-Ib,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,qacEdelta1,rmtB1,sul1,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"127","aadA16,aadA5,aph(3'')-Ib,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
"128","aadA16,aadA5,aph(6)-Id,arr-3,blaCTX-M-55,blaEC,blaNDM-1,ble,catA1,floR,fosA3,qacEdelta1,rmtB1,sul1,sul2,tet(A)","mcr",17,0.00030227135331203,1,56.9692496924969,14
