"","PDG","PDT","bioproject"
"450","PDG000000004.1046","PDT000011751.2","PRJNA164855"
"451","PDG000000004.1046","PDT000011747.2","PRJNA163479"
"452","PDG000000004.1046","PDT000011748.2","PRJNA163481"
"453","PDG000000004.1046","PDT000011749.2","PRJNA163483"
"454","PDG000000004.1046","PDT000011752.2","PRJNA164859"
"455","PDG000000004.1046","PDT000011753.2","PRJNA164863"
"456","PDG000000004.1046","PDT000011754.2","PRJNA164867"
"457","PDG000000004.1046","PDT000011755.2","PRJNA164869"
"458","PDG000000004.1046","PDT000011756.2","PRJNA164871"
"459","PDG000000004.1046","PDT000011757.2","PRJNA164873"
"460","PDG000000004.1046","PDT000011758.2","PRJNA164877"
"461","PDG000000004.1046","PDT000011760.2","PRJNA164889"
"462","PDG000000004.1046","PDT000011761.2","PRJNA164891"
"463","PDG000000004.1046","PDT000011762.2","PRJNA164901"
"464","PDG000000004.1046","PDT000011763.2","PRJNA164907"
"465","PDG000000004.1046","PDT000011759.2","PRJNA164881"
"466","PDG000000004.1046","PDT000011764.2","PRJNA164909"
"467","PDG000000004.1046","PDT000011765.2","PRJNA164911"
"468","PDG000000004.1046","PDT000011766.2","PRJNA164917"
"469","PDG000000004.1046","PDT000011767.2","PRJNA164919"
"470","PDG000000004.1046","PDT000011770.2","PRJNA164927"
"471","PDG000000004.1046","PDT000011769.2","PRJNA164925"
"472","PDG000000004.1046","PDT000011768.2","PRJNA164921"
"473","PDG000000004.1046","PDT000011771.2","PRJNA164935"
"474","PDG000000004.1046","PDT000011772.2","PRJNA164955"
"475","PDG000000004.1046","PDT000011774.2","PRJNA164963"
"476","PDG000000004.1046","PDT000011775.2","PRJNA164987"
"477","PDG000000004.1046","PDT000011773.2","PRJNA164959"
"478","PDG000000004.1046","PDT000011778.2","PRJNA165009"
"479","PDG000000004.1046","PDT000011779.2","PRJNA165011"
"480","PDG000000004.1046","PDT000011781.2","PRJNA165019"
"481","PDG000000004.1046","PDT000011782.2","PRJNA157573"
"482","PDG000000004.1046","PDT000011777.2","PRJNA165003"
"483","PDG000000004.1046","PDT000011776.2","PRJNA164989"
"484","PDG000000004.1046","PDT000011780.2","PRJNA165015"
"485","PDG000000004.1046","PDT000011783.2","PRJNA157575"
"486","PDG000000004.1046","PDT000011784.2","PRJNA157577"
"487","PDG000000004.1046","PDT000011785.2","PRJNA157591"
"488","PDG000000004.1046","PDT000011786.2","PRJNA157593"
"489","PDG000000004.1046","PDT000011788.2","PRJNA157637"
"490","PDG000000004.1046","PDT000011789.2","PRJNA157603"
"491","PDG000000004.1046","PDT000011787.2","PRJNA157643"
"492","PDG000000004.1046","PDT000011790.2","PRJNA157639"
"493","PDG000000004.1046","PDT000011791.2","PRJNA157615"
"494","PDG000000004.1046","PDT000011792.2","PRJNA157601"
"495","PDG000000004.1046","PDT000011794.2","PRJNA164853"
"496","PDG000000004.1046","PDT000011795.2","PRJNA164857"
"497","PDG000000004.1046","PDT000011796.2","PRJNA164865"
"498","PDG000000004.1046","PDT000011793.2","PRJNA164849"
"499","PDG000000004.1046","PDT000011797.2","PRJNA164875"
"500","PDG000000004.1046","PDT000011798.2","PRJNA164883"
"501","PDG000000004.1046","PDT000011799.2","PRJNA164887"
"502","PDG000000004.1046","PDT000011802.2","PRJNA164923"
"503","PDG000000004.1046","PDT000011804.2","PRJNA164943"
"504","PDG000000004.1046","PDT000011800.2","PRJNA164913"
"505","PDG000000004.1046","PDT000011801.2","PRJNA164915"
"506","PDG000000004.1046","PDT000011803.2","PRJNA164931"
"507","PDG000000004.1046","PDT000011805.2","PRJNA164957"
"508","PDG000000004.1046","PDT000011806.2","PRJNA164961"
"509","PDG000000004.1046","PDT000011807.2","PRJNA164967"
"510","PDG000000004.1046","PDT000011808.2","PRJNA164979"
"511","PDG000000004.1046","PDT000011809.2","PRJNA164981"
"512","PDG000000004.1046","PDT000011810.2","PRJNA164983"
"513","PDG000000004.1046","PDT000011811.2","PRJNA164985"
"514","PDG000000004.1046","PDT000011812.2","PRJNA164991"
"515","PDG000000004.1046","PDT000011813.2","PRJNA164993"
"516","PDG000000004.1046","PDT000011814.2","PRJNA164995"
"517","PDG000000004.1046","PDT000011815.2","PRJNA164999"
"518","PDG000000004.1046","PDT000011816.2","PRJNA165005"
"519","PDG000000004.1046","PDT000011817.2","PRJNA165013"
"520","PDG000000004.1046","PDT000011819.2","PRJNA163401"
"521","PDG000000004.1046","PDT000011821.2","PRJNA163369"
"522","PDG000000004.1046","PDT000011822.2","PRJNA163371"
"523","PDG000000004.1046","PDT000011818.2","PRJNA163397"
"524","PDG000000004.1046","PDT000011823.2","PRJNA163381"
"525","PDG000000004.1046","PDT000011820.2","PRJNA163393"
"526","PDG000000004.1046","PDT000011826.2","PRJNA163407"
"527","PDG000000004.1046","PDT000015965.2","PRJNA163419"
"528","PDG000000004.1046","PDT000011830.2","PRJNA163435"
"529","PDG000000004.1046","PDT000011824.2","PRJNA163379"
"530","PDG000000004.1046","PDT000011828.2","PRJNA163427"
"531","PDG000000004.1046","PDT000011829.2","PRJNA163431"
"532","PDG000000004.1046","PDT000011825.2","PRJNA163405"
"533","PDG000000004.1046","PDT000011827.2","PRJNA163417"
"534","PDG000000004.1046","PDT000011834.2","PRJNA163459"
"535","PDG000000004.1046","PDT000011835.2","PRJNA163467"
"536","PDG000000004.1046","PDT000011831.2","PRJNA163443"
"537","PDG000000004.1046","PDT000011833.2","PRJNA163449"
"538","PDG000000004.1046","PDT000011836.2","PRJNA163471"
"539","PDG000000004.1046","PDT000011832.2","PRJNA163447"
"540","PDG000000004.1046","PDT000011837.2","PRJNA157663"
"541","PDG000000004.1046","PDT000015861.2","PRJNA77459"
"542","PDG000000004.1046","PDT000015706.2","PRJNA77457"
"543","PDG000000004.1046","PDT000015857.2","PRJNA77303"
"544","PDG000000004.1046","PDT000015728.2","PRJNA77507"
"545","PDG000000004.1046","PDT000014142.2","PRJNA77513"
"546","PDG000000004.1046","PDT000015767.2","PRJNA77257"
"547","PDG000000004.1046","PDT000014132.2","PRJNA78855"
"548","PDG000000004.1046","PDT000015822.2","PRJNA77293"
"549","PDG000000004.1046","PDT000014127.2","PRJNA77287"
"550","PDG000000004.1046","PDT000015847.2","PRJNA77271"
"551","PDG000000004.1046","PDT000014152.2","PRJNA77477"
"552","PDG000000004.1046","PDT000014146.2","PRJNA77515"
"553","PDG000000004.1046","PDT000015833.2","PRJNA77275"
"554","PDG000000004.1046","PDT000014475.2","PRJNA77261"
"555","PDG000000004.1046","PDT000015757.2","PRJNA77269"
"556","PDG000000004.1046","PDT000015848.2","PRJNA77497"
"557","PDG000000004.1046","PDT000015720.2","PRJNA77307"
"558","PDG000000004.1046","PDT000015724.2","PRJNA77469"
"559","PDG000000004.1046","PDT000014136.2","PRJNA77591"
"560","PDG000000004.1046","PDT000015874.2","PRJNA77381"
"561","PDG000000004.1046","PDT000015872.2","PRJNA77461"
"562","PDG000000004.1046","PDT000014155.2","PRJNA77463"
"563","PDG000000004.1046","PDT000015762.2","PRJNA78891"
"564","PDG000000004.1046","PDT000015834.2","PRJNA77387"
"565","PDG000000004.1046","PDT000015836.2","PRJNA77389"
"566","PDG000000004.1046","PDT000015701.2","PRJNA77377"
"567","PDG000000004.1046","PDT000015862.2","PRJNA78885"
"568","PDG000000004.1046","PDT000015826.2","PRJNA78887"
"569","PDG000000004.1046","PDT000015758.2","PRJNA77347"
"570","PDG000000004.1046","PDT000015846.2","PRJNA77319"
"571","PDG000000004.1046","PDT000015740.2","PRJNA77337"
"572","PDG000000004.1046","PDT000015760.2","PRJNA78881"
"573","PDG000000004.1046","PDT000014105.2","PRJNA77533"
"574","PDG000000004.1046","PDT000015709.2","PRJNA77529"
"575","PDG000000004.1046","PDT000015710.2","PRJNA77549"
"576","PDG000000004.1046","PDT000015837.2","PRJNA77399"
"577","PDG000000004.1046","PDT000015808.2","PRJNA77567"
"578","PDG000000004.1046","PDT000014114.2","PRJNA77573"
"579","PDG000000004.1046","PDT000014118.2","PRJNA77615"
"580","PDG000000004.1046","PDT000015923.2","PRJNA77431"
"581","PDG000000004.1046","PDT000015753.2","PRJNA77557"
"582","PDG000000004.1046","PDT000015741.2","PRJNA77537"
"583","PDG000000004.1046","PDT000015803.2","PRJNA77553"
"584","PDG000000004.1046","PDT000015705.2","PRJNA77449"
"585","PDG000000004.1046","PDT000015743.2","PRJNA77535"
"586","PDG000000004.1046","PDT000014119.2","PRJNA77617"
"587","PDG000000004.1046","PDT000017247.2","PRJNA77423"
"588","PDG000000004.1046","PDT000014163.2","PRJNA176006"
"589","PDG000000004.1046","PDT000012870.2","PRJNA188384"
"590","PDG000000004.1046","PDT000017248.2","PRJNA179183"
"591","PDG000000004.1046","PDT000015041.2","PRJNA179342"
"592","PDG000000004.1046","PDT000015099.2","PRJNA187034"
"593","PDG000000004.1046","PDT000015100.2","PRJNA187034"
"594","PDG000000004.1046","PDT000015101.2","PRJNA187034"
"595","PDG000000004.1046","PDT000015109.2","PRJNA187034"
"596","PDG000000004.1046","PDT000015110.2","PRJNA187034"
"597","PDG000000004.1046","PDT000015111.2","PRJNA187034"
"598","PDG000000004.1046","PDT000015112.2","PRJNA187034"
"599","PDG000000004.1046","PDT000015113.2","PRJNA187034"
"600","PDG000000004.1046","PDT000015114.2","PRJNA187034"
"601","PDG000000004.1046","PDT000015115.2","PRJNA187034"
"602","PDG000000004.1046","PDT000015116.2","PRJNA187034"
"603","PDG000000004.1046","PDT000015117.2","PRJNA187034"
"604","PDG000000004.1046","PDT000015118.2","PRJNA187034"
"605","PDG000000004.1046","PDT000015119.2","PRJNA187034"
"606","PDG000000004.1046","PDT000015120.2","PRJNA187034"
"607","PDG000000004.1046","PDT000015121.2","PRJNA187034"
"608","PDG000000004.1046","PDT000015123.2","PRJNA187034"
"609","PDG000000004.1046","PDT000015122.2","PRJNA187034"
"610","PDG000000004.1046","PDT000015168.2","PRJNA157621"
"611","PDG000000004.1046","PDT000015527.2","PRJNA197239"
"612","PDG000000004.1046","PDT000015278.2","PRJNA191042"
"613","PDG000000004.1046","PDT000015477.2","PRJNA191041"
"614","PDG000000004.1046","PDT000015287.2","PRJNA157549"
"615","PDG000000004.1046","PDT000015288.2","PRJNA157551"
"616","PDG000000004.1046","PDT000015289.2","PRJNA157553"
"617","PDG000000004.1046","PDT000015290.2","PRJNA157555"
"618","PDG000000004.1046","PDT000015291.2","PRJNA157559"
"619","PDG000000004.1046","PDT000015293.2","PRJNA157565"
"620","PDG000000004.1046","PDT000015294.2","PRJNA157585"
"621","PDG000000004.1046","PDT000015295.2","PRJNA157595"
"622","PDG000000004.1046","PDT000015296.2","PRJNA157597"
"623","PDG000000004.1046","PDT000015297.2","PRJNA157605"
"624","PDG000000004.1046","PDT000015298.2","PRJNA157611"
"625","PDG000000004.1046","PDT000015300.2","PRJNA157623"
"626","PDG000000004.1046","PDT000015301.2","PRJNA157625"
"627","PDG000000004.1046","PDT000015302.2","PRJNA157627"
"628","PDG000000004.1046","PDT000015303.2","PRJNA157629"
"629","PDG000000004.1046","PDT000015304.2","PRJNA157633"
"630","PDG000000004.1046","PDT000015305.2","PRJNA157635"
"631","PDG000000004.1046","PDT000015306.2","PRJNA163377"
"632","PDG000000004.1046","PDT000015307.2","PRJNA163383"
"633","PDG000000004.1046","PDT000015308.2","PRJNA163385"
"634","PDG000000004.1046","PDT000015309.2","PRJNA163403"
"635","PDG000000004.1046","PDT000015310.2","PRJNA163409"
"636","PDG000000004.1046","PDT000015311.2","PRJNA163411"
"637","PDG000000004.1046","PDT000015312.2","PRJNA163413"
"638","PDG000000004.1046","PDT000015313.2","PRJNA163451"
"639","PDG000000004.1046","PDT000015314.2","PRJNA163455"
"640","PDG000000004.1046","PDT000015315.2","PRJNA163457"
"641","PDG000000004.1046","PDT000015316.2","PRJNA163463"
"642","PDG000000004.1046","PDT000015317.2","PRJNA163465"
"643","PDG000000004.1046","PDT000015318.2","PRJNA163485"
"644","PDG000000004.1046","PDT000015319.2","PRJNA164879"
"645","PDG000000004.1046","PDT000015320.2","PRJNA164885"
"646","PDG000000004.1046","PDT000015321.2","PRJNA164893"
"647","PDG000000004.1046","PDT000015322.2","PRJNA164895"
"648","PDG000000004.1046","PDT000015323.2","PRJNA164897"
"649","PDG000000004.1046","PDT000015324.2","PRJNA164899"
"650","PDG000000004.1046","PDT000015325.2","PRJNA164903"
"651","PDG000000004.1046","PDT000015326.2","PRJNA164905"
"652","PDG000000004.1046","PDT000015327.2","PRJNA164929"
"653","PDG000000004.1046","PDT000015329.2","PRJNA164939"
"654","PDG000000004.1046","PDT000015330.2","PRJNA164941"
"655","PDG000000004.1046","PDT000015331.2","PRJNA164945"
"656","PDG000000004.1046","PDT000015332.2","PRJNA164947"
"657","PDG000000004.1046","PDT000015333.2","PRJNA164949"
"658","PDG000000004.1046","PDT000015334.2","PRJNA164951"
"659","PDG000000004.1046","PDT000015335.2","PRJNA164965"
"660","PDG000000004.1046","PDT000015336.2","PRJNA164969"
"661","PDG000000004.1046","PDT000015337.2","PRJNA164971"
"662","PDG000000004.1046","PDT000015338.2","PRJNA164973"
"663","PDG000000004.1046","PDT000015339.2","PRJNA164975"
"664","PDG000000004.1046","PDT000015340.2","PRJNA164977"
"665","PDG000000004.1046","PDT000015341.2","PRJNA165001"
"666","PDG000000004.1046","PDT000015343.2","PRJNA165017"
"667","PDG000000004.1046","PDT000016078.2","PRJNA201655"
"668","PDG000000004.1046","PDT000015978.2","PRJNA203060"
"669","PDG000000004.1046","PDT000015980.2","PRJNA203053"
"670","PDG000000004.1046","PDT000015981.2","PRJNA203052"
"671","PDG000000004.1046","PDT000015982.2","PRJNA203051"
"672","PDG000000004.1046","PDT000015984.2","PRJNA203080"
"673","PDG000000004.1046","PDT000015987.2","PRJNA203076"
"674","PDG000000004.1046","PDT000016000.2","PRJNA203075"
"675","PDG000000004.1046","PDT000017632.2","PRJNA186038"
"676","PDG000000004.1046","PDT000017633.2","PRJNA186039"
"677","PDG000000004.1046","PDT000017634.2","PRJNA186040"
"678","PDG000000004.1046","PDT000017635.2","PRJNA186041"
"679","PDG000000004.1046","PDT000017636.2","PRJNA186042"
"680","PDG000000004.1046","PDT000017637.2","PRJNA186043"
"681","PDG000000004.1046","PDT000017638.2","PRJNA186044"
"682","PDG000000004.1046","PDT000017639.2","PRJNA186045"
"683","PDG000000004.1046","PDT000017640.2","PRJNA186046"
"684","PDG000000004.1046","PDT000017641.2","PRJNA186048"
"685","PDG000000004.1046","PDT000017642.2","PRJNA186049"
"686","PDG000000004.1046","PDT000017643.2","PRJNA186050"
"687","PDG000000004.1046","PDT000017644.2","PRJNA186051"
"688","PDG000000004.1046","PDT000017645.2","PRJNA186052"
"689","PDG000000004.1046","PDT000017646.2","PRJNA186053"
"690","PDG000000004.1046","PDT000017647.2","PRJNA186054"
"691","PDG000000004.1046","PDT000017648.2","PRJNA186055"
"692","PDG000000004.1046","PDT000017649.2","PRJNA186057"
"693","PDG000000004.1046","PDT000017650.2","PRJNA186058"
"694","PDG000000004.1046","PDT000017651.2","PRJNA186059"
"695","PDG000000004.1046","PDT000017652.2","PRJNA186060"
"696","PDG000000004.1046","PDT000017653.2","PRJNA186061"
"697","PDG000000004.1046","PDT000017654.2","PRJNA186062"
"698","PDG000000004.1046","PDT000017655.2","PRJNA186063"
"699","PDG000000004.1046","PDT000017656.2","PRJNA186064"
"700","PDG000000004.1046","PDT000017657.2","PRJNA186065"
"701","PDG000000004.1046","PDT000017658.2","PRJNA186066"
"702","PDG000000004.1046","PDT000017659.2","PRJNA186067"
"703","PDG000000004.1046","PDT000017660.2","PRJNA186069"
"704","PDG000000004.1046","PDT000017661.2","PRJNA186070"
"705","PDG000000004.1046","PDT000017662.2","PRJNA186071"
"706","PDG000000004.1046","PDT000017663.2","PRJNA186072"
"707","PDG000000004.1046","PDT000017664.2","PRJNA186073"
"708","PDG000000004.1046","PDT000017665.2","PRJNA186074"
"709","PDG000000004.1046","PDT000017666.2","PRJNA186075"
"710","PDG000000004.1046","PDT000017667.2","PRJNA186079"
"711","PDG000000004.1046","PDT000017668.2","PRJNA186080"
"712","PDG000000004.1046","PDT000017669.2","PRJNA186081"
"713","PDG000000004.1046","PDT000017670.2","PRJNA186082"
"714","PDG000000004.1046","PDT000017671.2","PRJNA186084"
"715","PDG000000004.1046","PDT000017672.2","PRJNA186085"
"716","PDG000000004.1046","PDT000017673.2","PRJNA186087"
"717","PDG000000004.1046","PDT000017674.2","PRJNA186088"
"718","PDG000000004.1046","PDT000017675.2","PRJNA186089"
"719","PDG000000004.1046","PDT000017676.2","PRJNA186090"
"720","PDG000000004.1046","PDT000017677.2","PRJNA186091"
"721","PDG000000004.1046","PDT000017678.2","PRJNA186092"
"722","PDG000000004.1046","PDT000017679.2","PRJNA186093"
"723","PDG000000004.1046","PDT000017680.2","PRJNA186094"
"724","PDG000000004.1046","PDT000017681.2","PRJNA186095"
"725","PDG000000004.1046","PDT000017682.2","PRJNA186096"
"726","PDG000000004.1046","PDT000017683.2","PRJNA186097"
"727","PDG000000004.1046","PDT000017684.2","PRJNA186098"
"728","PDG000000004.1046","PDT000017685.2","PRJNA186099"
"729","PDG000000004.1046","PDT000017686.2","PRJNA186100"
"730","PDG000000004.1046","PDT000017687.2","PRJNA186101"
"731","PDG000000004.1046","PDT000017688.2","PRJNA186102"
"732","PDG000000004.1046","PDT000017689.2","PRJNA186103"
"733","PDG000000004.1046","PDT000017690.2","PRJNA186104"
"734","PDG000000004.1046","PDT000017691.2","PRJNA186106"
"735","PDG000000004.1046","PDT000017692.2","PRJNA186107"
"736","PDG000000004.1046","PDT000017693.2","PRJNA186109"
"737","PDG000000004.1046","PDT000017694.2","PRJNA186110"
"738","PDG000000004.1046","PDT000017695.2","PRJNA186111"
"739","PDG000000004.1046","PDT000017696.2","PRJNA186112"
"740","PDG000000004.1046","PDT000017697.2","PRJNA186116"
"741","PDG000000004.1046","PDT000017698.2","PRJNA186117"
"742","PDG000000004.1046","PDT000017699.2","PRJNA186121"
"743","PDG000000004.1046","PDT000017700.2","PRJNA186124"
"744","PDG000000004.1046","PDT000017701.2","PRJNA186125"
"745","PDG000000004.1046","PDT000017702.2","PRJNA186127"
"746","PDG000000004.1046","PDT000017703.2","PRJNA186128"
"747","PDG000000004.1046","PDT000017704.2","PRJNA186130"
"748","PDG000000004.1046","PDT000017705.2","PRJNA186131"
"749","PDG000000004.1046","PDT000017706.2","PRJNA186132"
"750","PDG000000004.1046","PDT000017707.2","PRJNA186133"
"751","PDG000000004.1046","PDT000017708.2","PRJNA186134"
"752","PDG000000004.1046","PDT000017709.2","PRJNA186135"
"753","PDG000000004.1046","PDT000017710.2","PRJNA186136"
"754","PDG000000004.1046","PDT000017711.2","PRJNA186137"
"755","PDG000000004.1046","PDT000017712.2","PRJNA186138"
"756","PDG000000004.1046","PDT000017713.2","PRJNA186139"
"757","PDG000000004.1046","PDT000017714.2","PRJNA186140"
"758","PDG000000004.1046","PDT000017715.2","PRJNA186141"
"759","PDG000000004.1046","PDT000017716.2","PRJNA186142"
"760","PDG000000004.1046","PDT000017717.2","PRJNA186143"
"761","PDG000000004.1046","PDT000017719.2","PRJNA186144"
"762","PDG000000004.1046","PDT000017720.2","PRJNA186145"
"763","PDG000000004.1046","PDT000017721.2","PRJNA186146"
"764","PDG000000004.1046","PDT000017722.2","PRJNA186147"
"765","PDG000000004.1046","PDT000017723.2","PRJNA186149"
"766","PDG000000004.1046","PDT000017724.2","PRJNA186151"
"767","PDG000000004.1046","PDT000017725.2","PRJNA186153"
"768","PDG000000004.1046","PDT000017726.2","PRJNA186155"
"769","PDG000000004.1046","PDT000017727.2","PRJNA186157"
"770","PDG000000004.1046","PDT000017728.2","PRJNA186159"
"771","PDG000000004.1046","PDT000017729.2","PRJNA186163"
"772","PDG000000004.1046","PDT000017730.2","PRJNA186165"
"773","PDG000000004.1046","PDT000017731.2","PRJNA186168"
"774","PDG000000004.1046","PDT000017732.2","PRJNA186171"
"775","PDG000000004.1046","PDT000017733.2","PRJNA186173"
"776","PDG000000004.1046","PDT000017734.2","PRJNA186174"
"777","PDG000000004.1046","PDT000017735.2","PRJNA186175"
"778","PDG000000004.1046","PDT000017736.2","PRJNA186176"
"779","PDG000000004.1046","PDT000017737.2","PRJNA186177"
"780","PDG000000004.1046","PDT000017738.2","PRJNA186178"
"781","PDG000000004.1046","PDT000017739.2","PRJNA186179"
"782","PDG000000004.1046","PDT000017740.2","PRJNA186181"
"783","PDG000000004.1046","PDT000017741.2","PRJNA186182"
"784","PDG000000004.1046","PDT000017742.2","PRJNA186183"
"785","PDG000000004.1046","PDT000017743.2","PRJNA186185"
"786","PDG000000004.1046","PDT000017744.2","PRJNA186186"
"787","PDG000000004.1046","PDT000017745.2","PRJNA186187"
"788","PDG000000004.1046","PDT000017746.2","PRJNA186188"
"789","PDG000000004.1046","PDT000017747.2","PRJNA186189"
"790","PDG000000004.1046","PDT000017748.2","PRJNA186190"
"791","PDG000000004.1046","PDT000017749.2","PRJNA186191"
"792","PDG000000004.1046","PDT000017750.2","PRJNA186192"
"793","PDG000000004.1046","PDT000017751.2","PRJNA186193"
"794","PDG000000004.1046","PDT000017752.2","PRJNA186194"
"795","PDG000000004.1046","PDT000017753.2","PRJNA186195"
"796","PDG000000004.1046","PDT000017754.2","PRJNA186196"
"797","PDG000000004.1046","PDT000017755.2","PRJNA186197"
"798","PDG000000004.1046","PDT000017756.2","PRJNA186198"
